step,time,distance,angle,eq0_force_distance,eq1_force_distance,eq2_force_distance,eq0_force_angle,eq1_force_angle,eq2_force_angle,eq0_impulse,eq1_impulse,eq2_impulse,diagnostics_flags,condition_number
6071,21.248500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6072,21.252000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6073,21.255500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6074,21.259000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6075,21.262500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6076,21.266000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6077,21.269500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6078,21.273000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6079,21.276500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6080,21.280000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6081,21.283500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6082,21.287000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6083,21.290500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6084,21.294000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6085,21.297500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6086,21.301000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6087,21.304500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6088,21.308000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6089,21.311500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6090,21.315000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6091,21.318500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6092,21.322000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6093,21.325500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6094,21.329000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6095,21.332500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6096,21.336000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6097,21.339500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6098,21.343000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6099,21.346500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6100,21.350000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6101,21.353500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6102,21.357000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6103,21.360500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6104,21.364000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6105,21.367500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6106,21.371000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6107,21.374500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6108,21.378000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6109,21.381500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6110,21.385000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6111,21.388500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6112,21.392000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6113,21.395500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6114,21.399000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6115,21.402500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6116,21.406000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6117,21.409500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6118,21.413000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6119,21.416500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6120,21.420000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6121,21.423500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6122,21.427000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6123,21.430500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6124,21.434000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6125,21.437500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6126,21.441000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6127,21.444500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6128,21.448000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6129,21.451500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6130,21.455000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6131,21.458500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6132,21.462000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6133,21.465500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6134,21.469000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6135,21.472500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6136,21.476000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6137,21.479500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6138,21.483000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6139,21.486500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6140,21.490000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6141,21.493500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6142,21.497000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6143,21.500500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6144,21.504000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6145,21.507500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6146,21.511000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6147,21.514500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6148,21.518000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6149,21.521500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6150,21.525000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6151,21.528500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6152,21.532000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6153,21.535500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6154,21.539000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6155,21.542500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6156,21.546000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6157,21.549500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6158,21.553000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6159,21.556500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6160,21.560000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6161,21.563500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6162,21.567000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6163,21.570500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6164,21.574000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6165,21.577500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6166,21.581000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6167,21.584500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6168,21.588000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6169,21.591500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6170,21.595000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6171,21.598500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6172,21.602000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6173,21.605500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6174,21.609000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6175,21.612500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6176,21.616000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6177,21.619500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6178,21.623000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6179,21.626500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6180,21.630000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6181,21.633500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6182,21.637000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6183,21.640500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6184,21.644000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6185,21.647500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6186,21.651000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6187,21.654500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6188,21.658000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6189,21.661500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6190,21.665000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6191,21.668500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6192,21.672000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6193,21.675500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6194,21.679000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6195,21.682500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6196,21.686000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6197,21.689500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6198,21.693000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6199,21.696500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6200,21.700000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6201,21.703500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6202,21.707000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6203,21.710500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6204,21.714000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6205,21.717500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6206,21.721000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6207,21.724500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6208,21.728000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6209,21.731500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6210,21.735000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6211,21.738500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6212,21.742000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6213,21.745500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6214,21.749000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6215,21.752500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6216,21.756000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6217,21.759500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6218,21.763000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6219,21.766500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6220,21.770000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6221,21.773500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6222,21.777000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6223,21.780500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6224,21.784000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6225,21.787500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6226,21.791000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6227,21.794500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6228,21.798000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
