step,time,distance,angle,eq0_force_distance,eq1_force_distance,eq2_force_distance,eq0_force_angle,eq1_force_angle,eq2_force_angle,eq0_impulse,eq1_impulse,eq2_impulse,diagnostics_flags,condition_number
2862,10.017000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2863,10.020500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2864,10.024000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2865,10.027500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2866,10.031000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2867,10.034500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2868,10.038000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2869,10.041500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2870,10.045000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2871,10.048500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2872,10.052000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2873,10.055500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2874,10.059000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2875,10.062500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2876,10.066000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2877,10.069500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2878,10.073000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2879,10.076500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2880,10.080000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2881,10.083500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2882,10.087000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2883,10.090500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2884,10.094000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2885,10.097500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2886,10.101000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2887,10.104500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2888,10.108000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2889,10.111500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2890,10.115000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2891,10.118500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2892,10.122000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2893,10.125500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2894,10.129000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2895,10.132500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2896,10.136000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2897,10.139500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2898,10.143000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2899,10.146500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2900,10.150000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2901,10.153500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2902,10.157000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2903,10.160500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2904,10.164000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2905,10.167500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2906,10.171000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2907,10.174500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2908,10.178000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2909,10.181500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2910,10.185000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2911,10.188500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2912,10.192000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2913,10.195500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2914,10.199000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2915,10.202500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2916,10.206000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2917,10.209500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2918,10.213000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2919,10.216500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2920,10.220000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2921,10.223500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2922,10.227000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2923,10.230500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2924,10.234000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2925,10.237500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2926,10.241000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2927,10.244500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2928,10.248000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2929,10.251500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2930,10.255000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2931,10.258500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2932,10.262000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2933,10.265500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2934,10.269000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2935,10.272500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2936,10.276000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2937,10.279500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2938,10.283000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2939,10.286500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2940,10.290000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2941,10.293500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2942,10.297000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2943,10.300500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2944,10.304000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2945,10.307500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2946,10.311000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2947,10.314500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2948,10.318000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2949,10.321500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2950,10.325000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2951,10.328500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2952,10.332000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2953,10.335500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2954,10.339000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2955,10.342500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2956,10.346000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2957,10.349500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2958,10.353000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2959,10.356500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2960,10.360000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2961,10.363500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2962,10.367000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2963,10.370500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2964,10.374000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2965,10.377500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2966,10.381000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2967,10.384500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2968,10.388000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2969,10.391500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2970,10.395000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2971,10.398500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2972,10.402000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2973,10.405500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2974,10.409000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2975,10.412500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2976,10.416000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2977,10.419500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2978,10.423000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2979,10.426500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2980,10.430000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2981,10.433500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2982,10.437000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2983,10.440500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2984,10.444000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2985,10.447500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2986,10.451000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2987,10.454500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2988,10.458000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2989,10.461500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2990,10.465000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2991,10.468500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2992,10.472000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2993,10.475500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2994,10.479000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2995,10.482500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2996,10.486000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2997,10.489500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2998,10.493000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
2999,10.496500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3000,10.500000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3001,10.503500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3002,10.507000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3003,10.510500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3004,10.514000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3005,10.517500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3006,10.521000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3007,10.524500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3008,10.528000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3009,10.531500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3010,10.535000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3011,10.538500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3012,10.542000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3013,10.545500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3014,10.549000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3015,10.552500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3016,10.556000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3017,10.559500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3018,10.563000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3019,10.566500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3020,10.570000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3021,10.573500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3022,10.577000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3023,10.580500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3024,10.584000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3025,10.587500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3026,10.591000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3027,10.594500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3028,10.598000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3029,10.601500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3030,10.605000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3031,10.608500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3032,10.612000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3033,10.615500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3034,10.619000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3035,10.622500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3036,10.626000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3037,10.629500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3038,10.633000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3039,10.636500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3040,10.640000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3041,10.643500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3042,10.647000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3043,10.650500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3044,10.654000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3045,10.657500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3046,10.661000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
